"성별","연령(5세)별","시군구별",2021,2021
"성별","연령(5세)별","시군구별",사망 (명),사망률 (십만명당)
"계","계","전국",317680,618.9
"계","계","서울특별시",48798,516.2
"계","계","종로구",982,687.8
"계","계","중구",806,669.3
"계","계","용산구",1265,579.3
"계","계","성동구",1420,497.5
"계","계","광진구",1516,447.2
"계","계","동대문구",2061,615.1
"계","계","중랑구",2319,599.8
"계","계","성북구",2320,542.3
"계","계","강북구",2036,680.4
"계","계","도봉구",2004,630.6
"계","계","노원구",3007,587.0
"계","계","은평구",2735,582.1
"계","계","서대문구",1728,570.0
"계","계","마포구",1735,476.4
"계","계","양천구",2027,454.1
"계","계","강서구",2884,504.5
"계","계","구로구",2137,538.5
"계","계","금천구",1325,580.4
"계","계","영등포구",1958,525.7
"계","계","동작구",1890,492.8
"계","계","관악구",2481,512.4
"계","계","서초구",1541,374.5
"계","계","강남구",1920,365.3
"계","계","송파구",2579,393.5
"계","계","강동구",2122,465.3
"계","계","부산광역시",23531,703.8
"계","계","중구",436,1085.3
"계","계","서구",1067,1015.0
"계","계","동구",865,995.2
"계","계","영도구",1342,1213.4
"계","계","부산진구",2512,711.5
"계","계","동래구",1635,613.0
"계","계","남구",1841,700.6
"계","계","북구",1758,623.2
"계","계","해운대구",2405,607.6
"계","계","사하구",2223,724.8
"계","계","금정구",1720,752.4
"계","계","강서구",609,435.6
"계","계","연제구",1307,632.6
"계","계","수영구",1247,715.0
"계","계","사상구",1497,717.0
"계","계","기장군",1067,609.2
"계","계","대구광역시",14560,609.9
"계","계","중구",569,763.9
"계","계","동구",2403,708.2
"계","계","서구",1459,878.8
"계","계","남구",1276,891.2
"계","계","북구",2483,568.8
"계","계","수성구",2139,511.4
"계","계","달서구",2890,526.0
"계","계","달성군",1341,515.4
"계","계","인천광역시",16493,564.5
"계","계","중구",846,603.5
"계","계","동구",576,942.1
"계","계","남구",-,-
"계","계","연수구",1541,399.1
"계","계","남동구",2832,546.5
"계","계","부평구",2859,588.1
"계","계","계양구",1620,551.2
"계","계","서구",2366,433.8
"계","계","미추홀구",2769,689.8
"계","계","강화군",895,1296.9
"계","계","옹진군",189,932.0
"계","계","광주광역시",7981,554.7
"계","계","동구",804,788.9
"계","계","서구",1560,533.3
"계","계","남구",1329,621.0
"계","계","북구",2527,592.0
"계","계","광산구",1761,436.4
"계","계","대전광역시",7889,544.2
"계","계","동구",1713,775.4
"계","계","중구",1667,721.1
"계","계","서구",2182,461.3
"계","계","유성구",1237,353.6
"계","계","대덕구",1090,624.0
"계","계","울산광역시",5493,488.7
"계","계","중구",1175,548.7
"계","계","남구",1477,468.5
"계","계","동구",716,462.7
"계","계","북구",754,345.3
"계","계","울주군",1371,618.9
"계","계","세종특별자치시",1354,373.1
"계","계","경기도",67399,503.0
"계","계","수원시",5281,448.6
"계","계","성남시",4552,491.5
"계","계","의정부시",2839,620.0
"계","계","안양시",2653,487.5
"계","계","부천시",4246,527.2
"계","계","광명시",1477,503.7
"계","계","평택시",2848,522.1
"계","계","동두천시",900,973.5
"계","계","안산시",3166,488.1
"계","계","고양시",5333,498.4
"계","계","과천시",286,423.4
"계","계","구리시",961,497.9
"계","계","남양주시",3716,516.8
"계","계","오산시",926,404.7
"계","계","시흥시",2013,400.0
"계","계","군포시",1277,474.0
"계","계","의왕시",766,471.7
"계","계","하남시",1268,415.6
"계","계","용인시",4636,433.6
"계","계","파주시",2713,575.9
"계","계","이천시",1322,602.0
"계","계","안성시",1423,760.5
"계","계","김포시",1902,398.0
"계","계","화성시",2945,339.1
"계","계","광주시",1861,486.5
"계","계","양주시",1561,673.2
"계","계","포천시",1277,869.2
"계","계","여주시",1000,897.6
"계","계","양주군",-,-
"계","계","여주군",-,-
"계","계","화성군",-,-
"계","계","광주군",-,-
"계","계","연천군",496,1162.1
"계","계","포천군",-,-
"계","계","가평군",640,1036.2
"계","계","양평군",1115,936.1
"계","계","안성군",-,-
"계","계","김포군",-,-
"계","계","강원도",12749,833.0
"계","계","춘천시",2087,740.4
"계","계","원주시",2220,627.0
"계","계","강릉시",1710,807.2
"계","계","동해시",680,757.7
"계","계","태백시",377,917.1
"계","계","속초시",656,798.6
"계","계","삼척시",680,1063.9
